text,label,source,dataset,domain,text_lemma,neutral,joy,surprise,sadness,fear,anger,disgust,vader_neg,vader_neu,vader_pos,vader_compound,urgency,authority,doubt,urgency_presence,authority_presence,doubt_presence,authority_to_doubt_ratio,auth_score,urg_score
"dr. don easterbrook, a geologist and professor emeritus at western washington university, has presented data that shows a cooler and wetter climate is in order for the next 25 to 30 years. the pacific ocean has a warm temperature mode and a cool temperature mode known as the pacific decadal oscillation or , he said in a recent study.",misinformation,quotaclimat,quotaclimat,climate,dr don easterbrook geologist professor emeritus western washington university present datum show cool wetter climate order 25 30 year pacific ocean warm temperature mode cool temperature mode know pacific decadal oscillation say recent study,0.8531153202056885,0.06244027242064476,0.03309871256351471,0.025402124971151352,0.0043168929405510426,0.016390055418014526,0.005236553493887186,0.0,0.931,0.069,0.4939,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
"it is regrettable that the bbc has accepted hook, line and sinker the so-called scientific consensus on climate change and not allowed anyone on to the airwaves who wants to question it.",misinformation,quotaclimat,quotaclimat,climate,regrettable bbc accept hook line sinker call scientific consensus climate change allow airwave want question,0.05731134116649628,0.004106797277927399,0.017250943928956985,0.8897842168807983,0.01075461320579052,0.01087819505482912,0.009913818910717964,0.093,0.847,0.059,-0.296,0.8,0.0,0.3,1,0,1,0.0,0.0,0.8
delaware’s climate is not changing disastrously. restricting carbon dioxide will have little impact on our climate . . . a carbon tax assumes that the harm done by carbon dioxide emissions from fossil fuel use exceeds the benefits derived from the fuels and their emissions. there is good reason to think the benefits of the emissions — in enhanced plant growth and hence more abundant and affordable food and a general greening of the planet — could by themselves exceed the costs.,misinformation,quotaclimat,quotaclimat,climate,delaware climate change disastrously restrict carbon dioxide little impact climate carbon tax assume harm carbon dioxide emission fossil fuel use exceed benefit derive fuel emission good reason think benefit emission enhance plant growth abundant affordable food general greening planet exceed cost,0.27045154571533203,0.5148832201957703,0.006667956244200468,0.09573126584291458,0.033785466104745865,0.06506641954183578,0.01341412216424942,0.038,0.823,0.139,0.8118,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
"someone would need to tell the planet, as neither gaia, nor indeed any of her inhabitants, would notice the difference.",misinformation,quotaclimat,quotaclimat,climate,need tell planet gaia inhabitant notice difference,0.8176743388175964,0.0027599246241152287,0.14176338911056519,0.009240790270268917,0.002722097560763359,0.009463607333600521,0.016375841572880745,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"global warming activists claim a serious public concern presently exists and the overwhelming majority of scientists agrees humans are creating a global warming crisis. the survey of  meteorologists, however, shows no such overwhelming majority exists. indeed, to the extent we can assign a majority scientific opinion to whether all the necessary components of a global warming crisis exist, the  survey shows the majority does not agree humans are creating a global warming crisis.",misinformation,quotaclimat,quotaclimat,climate,global warming activist claim public concern presently exist overwhelming majority scientist agree human create global warming crisis survey meteorologist show overwhelming majority exist extent assign majority scientific opinion necessary component global warming crisis exist survey show majority agree human create global warming crisis,0.028091013431549072,0.0036041592247784138,0.0029835097957402468,0.020045652985572815,0.9182546734809875,0.02416619472205639,0.002854816848412156,0.198,0.663,0.139,-0.8523,0.4,0.2,0.7,1,1,1,0.28571387755160355,0.2,0.4
"i think if he were to see the science as it is, then he would understand that it is more important to raise people out of poverty and give them that opportunity rather than fighting a mythical global warming crisis.",misinformation,quotaclimat,quotaclimat,climate,think science understand important raise people poverty opportunity fight mythical global warming crisis,0.026696771383285522,0.950923502445221,0.005873635411262512,0.005593827925622463,0.005584161728620529,0.004419845528900623,0.0009082085452973843,0.196,0.675,0.129,-0.6605,0.3,0.6,0.2,1,1,1,2.9999850000749992,0.6,0.3
"people remain the problem to the congregation of the church of climate, as much as they want to say that forced energy transformation is compatible with economic coordination and prosperity and here we are today. the malthusian scares have been refuted one-by-one, leaving the daily sermons about the perils of manmade climate change. but trends are positive regarding the green greenhouse gas, carbon dioxide. the ecological benefits of increasing atmospheric concentrations of co2 is in the news. climate sensitivity estimates to the enhanced greenhouse effect are falling. the paris agreement has been exposed on the left as ‘a fraud … a fake … worthless.’ and the grassroots revolt against industrial wind turbines and solar farms is growing the good news is that the malthusian bad news is wrong. may the church of climate find its pews increasingly empty.",misinformation,quotaclimat,quotaclimat,climate,people remain problem congregation church climate want force energy transformation compatible economic coordination prosperity today malthusian scare refute leave daily sermon peril manmade climate change trend positive green greenhouse gas carbon dioxide ecological benefit increase atmospheric concentration co2 news climate sensitivity estimate enhance greenhouse effect fall paris agreement expose left fraud fake worthless grassroots revolt industrial wind turbine solar farm grow good news malthusian bad news wrong church climate find pew increasingly,0.03132639080286026,0.05684234946966171,0.0034500982146710157,0.1279333233833313,0.5184652209281921,0.2582434415817261,0.0037391220685094595,0.171,0.705,0.124,-0.7992,0.2,0.7,0.6,1,1,1,1.166664722225463,0.7,0.2
"ocean acidification looks suspiciously like a back-up plan by the environmental pressure groups in case the climate fails to warm: another try at condemning fossil fuels. […] even if the world warms as much as the consensus expects, the net harm still looks small alongside the real harm now being done by preventable causes; and if it does warm this much, it will be because more people are rich enough to afford to do something about it,",misinformation,quotaclimat,quotaclimat,climate,ocean acidification look suspiciously like plan environmental pressure group case climate fail warm try condemn fossil fuel world warm consensus expect net harm look small alongside real harm preventable cause warm people rich afford,0.012932528741657734,0.0020531038753688335,0.010527978651225567,0.001885363133624196,0.964155375957489,0.004857518710196018,0.0035881372168660164,0.156,0.713,0.131,-0.5325,0.3,0.4,0.6,1,1,1,0.6666655555574075,0.4,0.3
"we oppose any carbon tax. we oppose a carbon tax because it would lead to less income and fewer jobs for american families,” the letter reads (emphasis in original).",misinformation,quotaclimat,quotaclimat,climate,oppose carbon tax oppose carbon tax lead income few job american family letter read emphasis original,0.3959466814994812,0.011605915613472462,0.00503259152173996,0.0727403536438942,0.0315287783741951,0.4137127697467804,0.0694330632686615,0.0,0.924,0.076,0.3182,0.2,0.0,0.3,1,0,1,0.0,0.0,0.2
i am one of the strong supporters of the proposition that the available records indicate climate warming over the past century or so. it’s just that i don’t believe the observed warming is due to an increase in greenhouse gases.,misinformation,quotaclimat,quotaclimat,climate,strong supporter proposition available record indicate climate warming past century believe observed warming increase greenhouse gas,0.027072273194789886,0.06792911142110825,0.7540233135223389,0.015305455774068832,0.10516252368688583,0.02897040918469429,0.0015369439497590065,0.0,0.749,0.251,0.8658,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
mortality from extreme weather events has declined by 99 per cent since the 1920s,misinformation,quotaclimat,quotaclimat,climate,mortality extreme weather event decline 99 cent 1920s,0.09697655588388443,0.009119126945734024,0.03640718013048172,0.6646493673324585,0.16999930143356323,0.017634904012084007,0.005213557276874781,0.0,1.0,0.0,0.0,0.2,0.0,0.0,1,0,0,0.0,0.0,0.2
"julian morris discusses the economic impact of various changes of the climate rationally, as an economist. he compares the wealth of the future generations in poor nations with the riches of the present generation in rich nations: the first group will be wealthier. he argues that they will have enough resources to adapt to any change except for a global collapse.",misinformation,quotaclimat,quotaclimat,climate,julian morris discuss economic impact change climate rationally economist compare wealth future generation poor nation rich present generation rich nation group wealthy argue resource adapt change global collapse,0.8871551156044006,0.027404509484767914,0.02355005405843258,0.025557639077305794,0.0031466044019907713,0.017781028524041176,0.015404980629682541,0.117,0.708,0.176,0.6705,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"what i object to about this report is some of the language in this is sort of almost stalinistic, that there’s an unequivocal conclusion that it’s inarguable that this is happening, that there’s overwhelming agreement among the scientists. none of that is true.",misinformation,quotaclimat,quotaclimat,climate,object report language sort stalinistic unequivocal conclusion inarguable happen overwhelming agreement scientist true,0.5650613903999329,0.2100573182106018,0.04099541902542114,0.014667028561234474,0.012299017049372196,0.049321144819259644,0.10759866237640381,0.0,0.872,0.128,0.7184,0.0,0.0,0.6,0,0,1,0.0,0.0,0.0
"wind turbines, hybrid cars and solar panels require large quantities of these rare metals,” legates contended. “mine workers are exposed to highly toxic and dangerous working conditions, usually for low pay and often with child labor or exploitation water from the mines, contaminate soil and groundwater and the required process of strip mining involves significant environmental degradation.",misinformation,quotaclimat,quotaclimat,climate,wind turbine hybrid car solar panel require large quantity rare metal legate contend worker expose highly toxic dangerous working condition usually low pay child labor exploitation water mine contaminate soil groundwater require process strip mining involve significant environmental degradation,0.010612612590193748,0.001101817237213254,0.0009801960550248623,0.009822281077504158,0.03751041740179062,0.07982302457094193,0.8601497411727905,0.18,0.792,0.028,-0.83,0.2,0.0,0.3,1,0,1,0.0,0.0,0.2
the federal regulatory regime on public and private lands is in the process of putting whole industries out of business or damaging them severely.,misinformation,quotaclimat,quotaclimat,climate,federal regulatory regime public private land process put industry business damage severely,0.07911595702171326,0.002951605711132288,0.008935253135859966,0.10467895120382309,0.045185741037130356,0.6725609302520752,0.08657164871692657,0.223,0.777,0.0,-0.743,0.8,0.0,0.3,1,0,1,0.0,0.0,0.8
"we should be thanking god for the amount of fossil fuels we have in this country right here, as opposed to other countries where we’re having brown and blackouts right now,",misinformation,quotaclimat,quotaclimat,climate,thank god fossil fuel country right oppose country have brown blackout right,0.7356142401695251,0.009759600274264812,0.03059600107371807,0.10670725256204605,0.004332659300416708,0.024337084963917732,0.08865311741828918,0.0,0.935,0.065,0.2732,0.8,0.0,0.2,1,0,1,0.0,0.0,0.8
"the fact is, carbon dioxide will increase. we will continue to burn oil and coal, and probably it does us good. the earth will get greener as a result. co2 is so beneficial […] it would be crazy to try to reduce it,” dyson said. “man-made climate change is, on the whole, good.",misinformation,quotaclimat,quotaclimat,climate,fact carbon dioxide increase continue burn oil coal probably good earth green result co2 beneficial crazy try reduce dyson say man climate change good,0.2898654043674469,0.5205913186073303,0.019382985308766365,0.04724990576505661,0.0058651454746723175,0.07835055142641068,0.03869469091296196,0.039,0.771,0.19,0.857,0.0,0.2,0.6,0,1,1,0.33333277777870374,0.2,0.0
"the utter absence of climate change from president trump’s state of the union address stands in stark contrast to its prominence in all of former president obama’s speeches. whether climate alarmists here and abroad like it or not, their pet topic has fallen off the agenda for the highest official in the world’s most powerful nation and its biggest economy. just as the department of defense no longer includes climate change as a national security risk, trump no longer includes it as a risk to america or the world. his boosting coal is a clear sign that the federal government’s love affair with diffuse, expensive, unreliable renewable energy sources like wind and solar is over. that’s good news for americans, yes. but it’s especially good news for the poor in developing countries. western environmentalist elites, dominating the united nation’s environment program and the intergovernmental panel on climate change, have bullied them for years against using coal to lift their people out of poverty. trump’s policies give them cover to buck that bullying and put their people’s needs first.",misinformation,quotaclimat,quotaclimat,climate,utter absence climate change president trump state union address stand stark contrast prominence president obama speech climate alarmist abroad like pet topic fall agenda high official world powerful nation big economy department defense long include climate change national security risk trump long include risk america world boost coal clear sign federal government love affair diffuse expensive unreliable renewable energy source like wind solar good news americans yes especially good news poor develop country western environmentalist elite dominate united nation environment program intergovernmental panel climate change bully year coal lift people poverty trump policy cover buck bully people need,0.06227250024676323,0.02452225424349308,0.009195704944431782,0.02336719073355198,0.8601559996604919,0.019073719158768654,0.001412645447999239,0.15,0.72,0.131,-0.8428,0.2,0.3,0.4,1,1,1,0.7499981250046874,0.3,0.2
"in reality, there are dozens of prominent scientists who believe that climate change is driven by natural forces or that the united nations’ climate projections are unreliable.",misinformation,quotaclimat,quotaclimat,climate,reality dozen prominent scientist believe climate change drive natural force united nations climate projection unreliable,0.7886996865272522,0.0036724209785461426,0.056999411433935165,0.03657522797584534,0.012818057090044022,0.0591781921684742,0.04205697774887085,0.0,0.759,0.241,0.765,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"in reality, the case for an international climate treaty rests on an ensemble of hypotheses that are highly questionable.",misinformation,quotaclimat,quotaclimat,climate,reality case international climate treaty rest ensemble hypothesis highly questionable,0.4633268713951111,0.016207365319132805,0.022726034745573997,0.019832123070955276,0.27894845604896545,0.07714539021253586,0.12181386351585388,0.122,0.878,0.0,-0.3597,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"tthe temperature distribution of the atmosphere is a natural result of thermal equilibrium and conservation of energy. the dry lapse rate can be calculated precisely without any reference to greenhouse gases (ghgs), and the wet lapse rate can be calculated precisely simply by factoring in latent heat release from water vapour to the dry lapse rate. this proves that ghg radiation does not determine nor have any effect upon the temperature distribution of the atmosphere, whatsoever.",misinformation,quotaclimat,quotaclimat,climate,tthe temperature distribution atmosphere natural result thermal equilibrium conservation energy dry lapse rate calculate precisely reference greenhouse gas ghgs wet lapse rate calculate precisely simply factor latent heat release water vapour dry lapse rate prove ghg radiation determine effect temperature distribution atmosphere whatsoever,0.8907236456871033,0.009757885709404945,0.017324181273579597,0.006498588249087334,0.006809526588767767,0.047478388994932175,0.021407825872302055,0.0,0.941,0.059,0.5574,0.0,0.0,0.9,0,0,1,0.0,0.0,0.0
"jacinda, its called credo because its based on feelings not science about our pandemic and catastrophic climate change.",misinformation,quotaclimat,quotaclimat,climate,jacinda call credo base feeling science pandemic catastrophic climate change,0.5933218598365784,0.02104431949555874,0.028027087450027466,0.05869763717055321,0.2712498903274536,0.0234955046325922,0.0041637178510427475,0.158,0.842,0.0,-0.4939,0.0,0.4,0.6,0,1,1,0.6666655555574075,0.4,0.0
"i think the problem with overstating — eg prince charles saying we have 18 months left to save the planet — is that when the overly-pessimistic predictions turn out to be inaccurate the public begins to lose trust. and if you can’t bring them with you on this, the game is lost.",misinformation,quotaclimat,quotaclimat,climate,think problem overstating eg prince charles say 18 month leave save planet overly pessimistic prediction turn inaccurate public begin lose trust bring game lose,0.0024424337316304445,0.018729714676737785,0.004519905894994736,0.8119762539863586,0.030005792155861855,0.131423220038414,0.0009026398765854537,0.126,0.768,0.106,-0.0516,0.3,0.2,0.7,1,1,1,0.28571387755160355,0.2,0.3
the actual climate change in many locations has been relatively small and within the range of known natural variability. there is no compelling evidence that dangerous or unprecedented changes are underway.,misinformation,quotaclimat,quotaclimat,climate,actual climate change location relatively small range know natural variability compelling evidence dangerous unprecedented change underway,0.005284685175865889,0.002233662875369191,0.004024747759103775,0.004376634955406189,0.9260182976722717,0.05655137822031975,0.001510688103735447,0.135,0.794,0.071,-0.3107,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"this isn't the first time that noaa has used dubious data to justify global warming alarmism. in early june, noaa rewrote the historical climate record by making it ""cooler"" so the present appears warmer. even climate scientists who believe that man is primarily responsible for the planet warming less than one degree celsius over the last 100 years rejected noaa's readjustments.",misinformation,quotaclimat,quotaclimat,climate,time noaa dubious datum justify global warming alarmism early june noaa rewrite historical climate record make cool present appear warm climate scientist believe man primarily responsible planet warming degree celsius 100 year reject noaa readjustment,0.04830411821603775,0.0019693770445883274,0.02005493827164173,0.009058360941708088,0.8940955996513367,0.021914955228567123,0.004602646455168724,0.103,0.785,0.112,-0.1027,0.2,0.3,0.7,1,1,1,0.42857081632740524,0.3,0.2
"i've got a plan to bring down global warming. we're already making progress, the average daily temperature is 40 degrees lower since this summer.",misinformation,quotaclimat,quotaclimat,climate,get plan bring global warming make progress average daily temperature 40 degree low summer,0.2472459375858307,0.661302924156189,0.038715921342372894,0.019495707005262375,0.006586320698261261,0.025087369605898857,0.001565910060890019,0.08,0.761,0.159,0.296,0.8,0.2,0.3,1,1,1,0.6666644444518519,0.2,0.8
"the leaders of the fake issue of ""climate change"" are deliberately & deceitfully attempting to destroy humanity by impoverishment & economic / governmental enslavement - global communism.many of the followers are simply chumps, what vladimir lenin called the ""useful idiots"".",misinformation,quotaclimat,quotaclimat,climate,leader fake issue climate change deliberately deceitfully attempt destroy humanity impoverishment economic governmental enslavement global communism.many follower simply chump vladimir lenin call useful idiot,0.12230372428894043,0.00665481248870492,0.0038322412874549627,0.0252214428037405,0.017929770052433014,0.5011573433876038,0.3229006826877594,0.142,0.796,0.062,-0.5719,0.0,1.0,0.9,0,1,1,1.1111098765445815,1.0,0.0
"politicians seeking to curry favor with an insatiable environmental movement and their donor base are attempting to feed a beast that will never be satisfied while threatening america’s energy producers, thousands of domestic manufacturers, and billions in pension plans and retirement funds that are correctly invested in american energy production. these frivolous lawsuits pursue a dangerous agenda and represent an abuse of our legal system.",misinformation,quotaclimat,quotaclimat,climate,politician seek curry favor insatiable environmental movement donor base attempt feed beast satisfied threaten america energy producer thousand domestic manufacturer billion pension plan retirement fund correctly invest american energy production frivolous lawsuit pursue dangerous agenda represent abuse legal system,0.00521179661154747,0.0012631514109671116,0.0014047849690541625,0.002500616479665041,0.09567930549383163,0.8874498605728149,0.006490557454526424,0.185,0.709,0.106,-0.8037,0.9,0.2,0.6,1,1,1,0.33333277777870374,0.2,0.9
i’ve discovered that if a person is committed to green ideology it is very difficult to change their mind about global warming alarmism. this is true even if they are technically qualified and able to understand scientific arguments. you can’t change their thinking because their thinking is faith based. in other words they have come to believe in a green religion. even though these believers could have a green religion without global warming they are very reluctant to let go of global warming because it is a justification for other tenets of the green religion like using less energy. however scientific arguments and facts are very important for informing people who are open minded on the subject of global warming.,misinformation,quotaclimat,quotaclimat,climate,discover person commit green ideology difficult change mind global warming alarmism true technically qualified able understand scientific argument change thinking thinking faith base word come believe green religion believer green religion global warming reluctant let global warming justification tenet green religion like energy scientific argument fact important inform people open minded subject global warming,0.1994256228208542,0.06012335792183876,0.004774346482008696,0.010171682573854923,0.7072060704231262,0.012783998623490334,0.005514974240213633,0.096,0.766,0.138,0.5676,0.3,0.2,0.7,1,1,1,0.28571387755160355,0.2,0.3
"while evidence seems to indicate that we have been warming up nicely for the past several hundred years, at present we may be in a slight cooling trend. there has been no global warming for almost 15 years.",misinformation,quotaclimat,quotaclimat,climate,evidence indicate warm nicely past year present slight cool trend global warming 15 year,0.854235827922821,0.009438104927539825,0.04153651371598244,0.02614949457347393,0.017837373539805412,0.026937346905469894,0.023865394294261932,0.086,0.807,0.107,0.2158,0.2,0.1,0.6,1,1,1,0.16666638888935187,0.1,0.2
"this is exactly why ""global warming"" is now ""climate change""",misinformation,quotaclimat,quotaclimat,climate,exactly global warming climate change,0.7462046146392822,0.0033587533980607986,0.1192009449005127,0.007518778555095196,0.026773447170853615,0.0599546954035759,0.03698872774839401,0.0,0.849,0.151,0.1531,0.0,0.3,0.8,0,1,1,0.3749995312505859,0.3,0.0
you are the author of those documents. so you do not believe that climate change is manmade and do not believe we’re contributing at all?,misinformation,quotaclimat,quotaclimat,climate,author document believe climate change manmade believe contribute,0.0630696639418602,0.0017165789613500237,0.8827571272850037,0.004845422226935625,0.010335639119148254,0.027040183544158936,0.010235343128442764,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"while i appreciate the renewed conversation around climate change that the green new deal and its supporters have sparked, i think we need to focus on real solutions that recognize the role fossil fuels will continue to play. that’s why i voted against the resolution today.  i have said it before: manmade climate change is real and it’s a serious threat to our citizens, to our economy, to our environment, to our national security and to our world. this climate problem is a massive one and we must act, but aspirational documents will not solve this crisis –real solutions focused on innovation will.  that’s why i’m concentrating on how our country can produce affordable, reliable, dependable energy 24/7 that will help us meet our emissions reductions goals.  and i’m working to make sure that we do it in a way that incentivizes nations like china and india to address the global climate crisis as well.   the truth is even if we zero out our country’s use of fossil fuels tomorrow, we must face the facts that other nations have invested in and will continue to use fossil fuels to develop their economies for decades to come. we cannot successfully address our climate challenge by eliminating sources of energy that countries are committed to using. only through innovating and developing new technologies that reduce carbon emissions will we truly make a difference.   whether it be successfully commercializing emissions-reducing technologies in the power, manufacturing, or transportation sectors, the u.s. must lead the world in innovation.  and we must do so in a way that creates meaningful opportunity for those communities here in the u.s. that have already been left behind instead of punishing them with burdensome mandates. i look forward to collaborating with my colleagues on both sides of the aisle to make sure we are working towards real world solutions that address the global climate, instead of playing political games with one of the greatest challenges we all are facing.",misinformation,quotaclimat,quotaclimat,climate,appreciate renew conversation climate change green new deal supporter spark think need focus real solution recognize role fossil fuel continue play vote resolution today say manmade climate change real threat citizen economy environment national security world climate problem massive act aspirational document solve crisis real solution focus innovation concentrate country produce affordable reliable dependable energy 24/7 help meet emission reduction goal work sure way incentivize nation like china india address global climate crisis truth zero country use fossil fuel tomorrow face fact nation invest continue use fossil fuel develop economy decade come successfully address climate challenge eliminate source energy country commit innovate develop new technology reduce carbon emission truly difference successfully commercialize emission reduce technology power manufacturing transportation sector u.s lead world innovation way create meaningful opportunity community u.s leave instead punish burdensome mandate look forward collaborate colleague side aisle sure work real world solution address global climate instead play political game great challenge face,0.00916109886020422,0.0347038209438324,0.0016299191629514098,0.033464327454566956,0.8809050917625427,0.03916937857866287,0.0009663013624958694,0.079,0.731,0.19,0.9886,0.2,0.1,0.6,1,1,1,0.16666638888935187,0.1,0.2
"increased co2 actually increases crop production. when co2 drops to less than 150 (parts per million) plants will commence failing. if the plants die, then the livestock die and then guess who is next?",misinformation,quotaclimat,quotaclimat,climate,increase co2 actually increase crop production co2 drop 150 part million plant commence fail plant die livestock die guess,0.451063871383667,0.00822268147021532,0.11529678106307983,0.23419444262981415,0.011619213037192822,0.1603190004825592,0.01928405463695526,0.257,0.694,0.049,-0.875,0.2,0.1,0.7,1,1,1,0.14285693877580177,0.1,0.2
it takes a herculean effort to believe that national environmental groups are interested more in the environment than charlatanism.,misinformation,quotaclimat,quotaclimat,climate,take herculean effort believe national environmental group interested environment charlatanism,0.45157504081726074,0.06449613720178604,0.4142626225948334,0.005082251969724894,0.017941048368811607,0.03498566523194313,0.011657263152301311,0.0,0.87,0.13,0.4019,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"climate change is a natural process as the earth alternates between icehouse phases and greenhouse phases. the planet cools down, then it warms up again, always has, always will.",misinformation,quotaclimat,quotaclimat,climate,climate change natural process earth alternate icehouse phase greenhouse phase planet cool warm,0.8760967254638672,0.010093634016811848,0.023869745433330536,0.024246634915471077,0.005934627261012793,0.04211471602320671,0.017643876373767853,0.0,0.854,0.146,0.5574,0.0,0.0,1.0,0,0,1,0.0,0.0,0.0
climate change is real. the earth is a dynamic system once molten later a frozen ball.how much do humans affect the planet we dont know.using the best available knowledge and technology on a time permitted basis our activities would have less effect that the current argument,misinformation,quotaclimat,quotaclimat,climate,climate change real earth dynamic system melt later frozen ball.how human affect planet not know.use good available knowledge technology time permit basis activity effect current argument,0.4203212857246399,0.03274647891521454,0.2486395388841629,0.12333951890468597,0.03496299311518669,0.13562600314617157,0.004364181309938431,0.114,0.835,0.051,-0.5053,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"we’ve seen 31,000 scientists just came out who are skeptical of global warming. and they’re worried that the policies people are proposing are actually going to harm the planet and they’re going to make people poorer. we also see some of the effects these regulations can have on the developing countries where serious poverty is a real problem.",misinformation,quotaclimat,quotaclimat,climate,"see 31,000 scientist come skeptical global warming worried policy people propose actually go harm planet go people poor effect regulation develop country poverty real problem",0.38796162605285645,0.005132459569722414,0.04664372280240059,0.01900738850235939,0.4913938045501709,0.03533577173948288,0.014525264501571655,0.256,0.72,0.023,-0.9349,0.2,0.4,0.3,1,1,1,1.3333288889037038,0.4,0.2
during a summit in chile king juan carlos of spain told the president of venezuela hugo chavez to shut up: ‘por qué no te callas’ (why do you not shut up?). someone must tell al gore the same or invite him to visit this corner of the world. it is a never ending winter here in south america.,misinformation,quotaclimat,quotaclimat,climate,summit chile king juan carlos spain tell president venezuela hugo chavez shut por qué te calla shut tell al gore invite visit corner world end winter south america,0.15239819884300232,0.016260342672467232,0.11216321587562561,0.5118988752365112,0.03203945234417915,0.16845189034938812,0.006788015365600586,0.037,0.936,0.027,-0.1531,0.0,0.0,1.0,0,0,1,0.0,0.0,0.0
the damage this twit and governments will do to prevent the now non existent global warming will be worse for humanity than massive global warming,misinformation,quotaclimat,quotaclimat,climate,damage twit government prevent non existent global warming bad humanity massive global warming,0.015302223153412342,0.0021783113479614258,0.0023763056378811598,0.050758473575115204,0.04820292070508003,0.3694549798965454,0.5117267966270447,0.206,0.654,0.141,-0.6124,0.8,0.0,0.5,1,0,1,0.0,0.0,0.8
"we applaud president trump’s steadfast leadership, and his delivery on this important campaign commitment. indeed, complete withdrawal from the paris climate accord is an integral part of president trump’s energy agenda, together with rescinding the so-called clean power plan, repealing the stream protection rule, and other important actions,” robert e. murray said in the statement murray energy has always supported complete withdrawal from the paris climate accord, and has been joined by more than forty (40) other major organizations. in following through on his promise, president trump is supporting america’s uncompromising values, saving coal jobs, and promoting low-cost, reliable electricity for americans and the rest of the world.",misinformation,quotaclimat,quotaclimat,climate,applaud president trump steadfast leadership delivery important campaign commitment complete withdrawal paris climate accord integral president trump energy agenda rescind call clean power plan repeal stream protection rule important action robert e. murray say statement murray energy support complete withdrawal paris climate accord join 40 major organization follow promise president trump support america uncompromise value save coal job promote low cost reliable electricity americans rest world,0.10112787783145905,0.8641446232795715,0.012163727544248104,0.0046129836700856686,0.002249012002721429,0.012550586834549904,0.003151186043396592,0.0,0.737,0.263,0.9781,0.1,0.6,0.2,1,1,1,2.9999850000749992,0.6,0.1
"let’s agree there’s a lot we really don’t know about how climate will change in the 21st century and beyond,” raymond said in his speech before the world petroleum congress in beijing.2 we need to understand the issue better, and fortunately, we have time,” he said. “it is highly unlikely that the temperature in the middle of the next century will be significantly affected whether policies are enacted now or 20 years from now.",misinformation,quotaclimat,quotaclimat,climate,let agree lot know climate change 21st century raymond say speech world petroleum congress beijing.2 need understand issue well fortunately time say highly unlikely temperature middle century significantly affect policy enact 20 year,0.9445493817329407,0.01735396310687065,0.014130793511867523,0.004837042186409235,0.009820784442126751,0.005282971542328596,0.004025050904601812,0.021,0.91,0.069,0.5859,0.2,0.0,0.3,1,0,1,0.0,0.0,0.2
"the evidence strongly suggests that humans have had an influence on higher co2. however, the evidence is equally as strong that there are other factors, such as rising ocean temperatures, that have a greater influence.",misinformation,quotaclimat,quotaclimat,climate,evidence strongly suggest human influence high co2 evidence equally strong factor rise ocean temperature great influence,0.6461317539215088,0.04007118567824364,0.11002147942781448,0.029919041320681572,0.07851613312959671,0.05797779932618141,0.03736259415745735,0.0,0.802,0.198,0.7845,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"nasa scientists have a strong conflict of interest in that they expect to see warming, and they the more alarm they create, the more money they obtain. this is why climate scientists have no business touching the temperature data. they have no training in signal processing and they have shown repeatedly that they will alter data to suit their needs.",misinformation,quotaclimat,quotaclimat,climate,nasa scientist strong conflict interest expect warming alarm create money obtain climate scientist business touch temperature datum training signal processing show repeatedly alter datum suit need,0.4059135317802429,0.0038805827498435974,0.015152840875089169,0.033384550362825394,0.42708951234817505,0.10457076132297516,0.010008173063397408,0.131,0.726,0.143,0.2193,0.9,0.2,0.6,1,1,1,0.33333277777870374,0.2,0.9
"so you don’t think that a significant portion of climate change that’s occurring is due to mankind, is anthropogenic?",misinformation,quotaclimat,quotaclimat,climate,think significant portion climate change occur mankind anthropogenic,0.3100086748600006,0.002636878751218319,0.583879292011261,0.005554478149861097,0.012438901700079441,0.03480326011776924,0.050678446888923645,0.0,0.909,0.091,0.2023,0.4,0.0,0.6,1,0,1,0.0,0.0,0.4
"1,100 scientists and professionals declare: ""there is no climate emergency""",misinformation,quotaclimat,quotaclimat,climate,"1,100 scientist professional declare climate emergency",0.7267202138900757,0.007579291705042124,0.023448124527931213,0.06623461842536926,0.15193600952625275,0.016065489500761032,0.008016213774681091,0.178,0.646,0.176,-0.0041,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"and his house is waterfront property, i guess he thinks he's moses and hell just part the sea when it swallows his mansion from climate change driven sea rise!!! lmfao!! these people are such lying scammers.",misinformation,quotaclimat,quotaclimat,climate,house waterfront property guess think moses hell sea swallow mansion climate change drive sea rise lmfao people lie scammer,0.07498468458652496,0.018115829676389694,0.47413328289985657,0.11364893615245819,0.016330506652593613,0.24470515549182892,0.05808159336447716,0.201,0.723,0.077,-0.7696,0.2,0.0,0.7,1,0,1,0.0,0.0,0.2
