text,label,domain,source,dataset,text_lemma,neutral,disgust,anger,surprise,sadness,fear,joy,vader_neg,vader_neu,vader_pos,vader_compound,urgency,authority,doubt,urgency_presence,authority_presence,doubt_presence,authority_to_doubt_ratio,urg_score,auth_score
extremely hot or cold climates curb the spread,misinformation,covid,cdl,covid_19_rumor,extremely hot cold climate curb spread,0.3871275782585144,0.0114724012091755,0.4596025049686432,0.0106880608946084,0.0749413222074508,0.0119240069761872,0.0442440435290336,0.0,1.0,0.0,0.0,0.2,0.0,0.3,1,0,1,0.0,0.2,0.0
regularly rinsing your nose with saline help prevent infection with the coronavirus,misinformation,covid,cdl,covid_19_rumor,regularly rinse nose saline help prevent infection coronavirus,0.4520492851734161,0.3283706903457641,0.0546181052923202,0.0210829973220825,0.0961281657218933,0.0436795577406883,0.0040711793117225,0.0,0.725,0.275,0.4215,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
once the weather warms up here it will prevent coronavirus transmission,misinformation,covid,cdl,covid_19_rumor,weather warm prevent coronavirus transmission,0.9511449933052064,0.0042780465446412,0.0094626378268003,0.0056263767182827,0.0062774820253252,0.0140196448192,0.0091908015310764,0.0,0.738,0.262,0.296,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
eating food cooked in mustard oil will protect you against coronavirus,misinformation,covid,cdl,covid_19_rumor,eat food cook mustard oil protect coronavirus,0.6878895163536072,0.1881564110517501,0.0305294506251811,0.004986273124814,0.0073747560381889,0.0097844218835234,0.071279190480709,0.0,0.794,0.206,0.3818,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
cold water kill the covid-19 virua,misinformation,covid,cdl,covid_19_rumor,cold water kill covid-19 virua,0.0395084507763385,0.0134588964283466,0.9273014068603516,0.001977928681299,0.005656105466187,0.0105995964258909,0.0014974150108173,0.485,0.515,0.0,-0.6908,0.9,0.0,0.4,1,0,1,0.0,0.9,0.0
antiboitics are effective in preventing and treating the covid-19 virus,misinformation,covid,cdl,covid_19_rumor,antiboitic effective prevent treat covid-19 virus,0.8676332831382751,0.0075272587127983,0.0123682301491498,0.0231687314808368,0.0383826568722724,0.0264585874974727,0.0244612675160169,0.09,0.656,0.254,0.4588,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
black people are socially distancing less than others and assuming that's why we are experiencing higher rates of covid-19,misinformation,covid,cdl,covid_19_rumor,black people socially distance assume experience high rate covid-19,0.8373297452926636,0.0222934372723102,0.0223739594221115,0.0805259048938751,0.0230035483837127,0.0115909529849886,0.0028825539629906,0.0,1.0,0.0,0.0,0.6,0.2,0.7,1,1,1,0.2857138775516035,0.6,0.2
"the explanation put forth by the ag isn't an accusation that abortion is 'murder'. rather, paxton states that abortion providers would take away necessary resources for fighting covid-19",misinformation,covid,cdl,covid_19_rumor,explanation forth ag accusation abortion murder paxton state abortion provider away necessary resource fight covid-19,0.0064137843437492,0.0138471229001879,0.1278136223554611,0.0019659232348203,0.0289199389517307,0.8196778893470764,0.0013617370277643,0.212,0.737,0.051,-0.755,0.0,0.2,0.3,0,1,1,0.6666644444518519,0.0,0.2
0 staff members at fortis hospital mulund have tested positive,misinformation,covid,cdl,covid_19_rumor,0 staff member fortis hospital mulund test positive,0.7322084307670593,0.0343602113425731,0.017404681071639,0.0524108558893203,0.1166511476039886,0.0312082003802061,0.0157565120607614,0.0,0.714,0.286,0.5574,0.8,0.0,0.5,1,0,1,0.0,0.8,0.0
gargling salt water or avoiding cold food and drink stops the infection,misinformation,covid,cdl,covid_19_rumor,gargle salt water avoid cold food drink stop infection,0.3513581156730652,0.3895877301692962,0.1319675147533416,0.0029491740278899,0.0904319584369659,0.0126468800008296,0.0210586488246917,0.286,0.714,0.0,-0.4588,0.8,0.0,0.5,1,0,1,0.0,0.8,0.0
the virus is airborne,misinformation,covid,cdl,covid_19_rumor,virus airborne,0.1460945010185241,0.2175017446279525,0.2276459038257599,0.0302950330078601,0.0342048965394496,0.336382657289505,0.0078752366825938,0.0,1.0,0.0,0.0,0.3,0.0,0.2,1,0,1,0.0,0.3,0.0
the gov is making students repeat their grades from this year,misinformation,covid,cdl,covid_19_rumor,gov make student repeat grade year,0.7598608136177063,0.0174929089844226,0.0900832936167717,0.0447222962975502,0.0619852133095264,0.0015409743646159,0.0243145171552896,0.0,1.0,0.0,0.0,0.8,0.0,0.2,1,0,1,0.0,0.8,0.0
hese are muslims trying to spread coronavirus,misinformation,covid,cdl,covid_19_rumor,hese muslim try spread coronavirus,0.7160995006561279,0.0893490016460418,0.1122652888298034,0.0230965707451105,0.0197389759123325,0.0358872935175895,0.0035634157247841,0.0,1.0,0.0,0.0,0.8,0.0,0.5,1,0,1,0.0,0.8,0.0
italian suicide who lost entire family to corona,misinformation,covid,cdl,covid_19_rumor,italian suicide lose entire family corona,0.0064626056700944,0.0011215383419767,0.0011016629869118,0.0113434484228491,0.974651575088501,0.0039016171358525,0.0014174436219036,0.531,0.469,0.0,-0.7783,0.2,0.0,1.0,1,0,1,0.0,0.2,0.0
kenyans want a lockdown to contain covid-19,misinformation,covid,cdl,covid_19_rumor,kenyans want lockdown contain covid-19,0.4911902546882629,0.0057406025007367,0.0927430167794227,0.0251761674880981,0.1566323339939117,0.2226295471191406,0.0058881137520074,0.0,0.822,0.178,0.0772,0.2,0.0,0.3,1,0,1,0.0,0.2,0.0
gates wants to test a 'vaccine' in africa,misinformation,covid,cdl,covid_19_rumor,gates want test vaccine africa,0.8824191093444824,0.0080786347389221,0.0219750218093395,0.0538077689707279,0.0172944255173206,0.0083991698920726,0.0080258399248123,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
more than 360 people have died from covid-19 in burkina faso,misinformation,covid,cdl,covid_19_rumor,360 people die covid-19 burkina faso,0.0396143458783626,0.0010251899948343,0.0032177751418203,0.0268342290073633,0.9218505024909972,0.0047592315822839,0.0026987642049789,0.265,0.735,0.0,-0.5574,0.8,0.0,0.2,1,0,1,0.0,0.8,0.0
5g networks cause covid-19 or contribute to its spread,misinformation,covid,cdl,covid_19_rumor,5 g network cause covid-19 contribute spread,0.6506828665733337,0.0231110323220491,0.0939249694347381,0.0392046906054019,0.1746513992547989,0.0155053995549678,0.0029196878895163,0.0,1.0,0.0,0.0,0.8,0.0,0.5,1,0,1,0.0,0.8,0.0
covid-19 is linked with 5g,misinformation,covid,cdl,covid_19_rumor,covid-19 link 5 g,0.8320463299751282,0.0017380912322551,0.0044108154252171,0.1342134773731231,0.0140178622677922,0.0018545748898759,0.0117187537252902,0.0,1.0,0.0,0.0,0.2,0.4,0.7,1,1,1,0.5714277551032071,0.2,0.4
covid_19 patients from tableeghi jamat attacked medical team,misinformation,covid,cdl,covid_19_rumor,covid_19 patient tableeghi jamat attack medical team,0.0096765225753188,0.0024824361316859,0.9064446091651917,0.0188908483833074,0.0275525990873575,0.0334146507084369,0.0015383991412818,0.3,0.7,0.0,-0.4588,0.0,0.2,0.7,0,1,1,0.2857138775516035,0.0,0.2
coronavirus victims are being thrown into the sea in many countries,misinformation,covid,cdl,covid_19_rumor,coronavirus victim throw sea country,0.3340024948120117,0.2588220536708832,0.09117241948843,0.0116435457020998,0.1676799356937408,0.1341065168380737,0.0025729911867529,0.187,0.813,0.0,-0.3182,0.8,0.0,0.2,1,0,1,0.0,0.8,0.0
single person in rwanda has died of covid 19 pandemic,misinformation,covid,cdl,covid_19_rumor,single person rwanda die covid 19 pandemic,0.1831753551959991,0.0034812781959772,0.0047742640599608,0.0421145036816597,0.7531837821006775,0.010303322225809,0.0029674160759896,0.286,0.714,0.0,-0.5574,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
covid test on that tiger,misinformation,covid,cdl,covid_19_rumor,covid test tiger,0.734781801700592,0.0450430698692798,0.0267327800393104,0.1273445039987564,0.0130791282281279,0.0428533107042312,0.010165374726057,0.0,1.0,0.0,0.0,0.8,0.0,0.2,1,0,1,0.0,0.8,0.0
black skin is resistant to covid-19,misinformation,covid,cdl,covid_19_rumor,black skin resistant covid-19,0.7072566747665405,0.0444907583296299,0.0354983694851398,0.0370804518461227,0.1371850967407226,0.0327480547130107,0.0057405070401728,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,0.0
images show italian patients treated on the streets,misinformation,covid,cdl,covid_19_rumor,image italian patient treat street,0.4330233633518219,0.4158594310283661,0.0108584919944405,0.0203610230237245,0.0866736397147178,0.0206482429057359,0.0125757800415158,0.0,1.0,0.0,0.0,0.2,0.0,0.6,1,0,1,0.0,0.2,0.0
a video show show people in china pulling down a 5g mast,misinformation,covid,cdl,covid_19_rumor,video people china pull 5 g mast,0.0898194462060928,0.0159062948077917,0.0994962751865387,0.5494919419288635,0.0189837124198675,0.0489038899540901,0.1773984730243683,0.0,1.0,0.0,0.0,0.8,0.0,0.2,1,0,1,0.0,0.8,0.0
mosquito bites can infect you with the virus,misinformation,covid,cdl,covid_19_rumor,mosquito bite infect virus,0.5296104550361633,0.1567004323005676,0.0805310830473899,0.018322467803955,0.0932856872677803,0.117700308561325,0.0038495489861816,0.0,1.0,0.0,0.0,0.8,0.0,0.0,1,0,0,0.0,0.8,0.0
blood donations will get you a free test,misinformation,covid,cdl,covid_19_rumor,blood donation free test,0.8717794418334961,0.0028533954173326,0.0091063845902681,0.0249403975903987,0.0033367699943482,0.002756621222943,0.0852270200848579,0.0,0.68,0.32,0.5106,0.4,0.2,0.6,1,1,1,0.3333327777787037,0.4,0.2
testing kits were contaminated was widely shared on social media,misinformation,covid,cdl,covid_19_rumor,testing kit contaminate widely share social medium,0.3575194478034973,0.5165174007415771,0.0419772118330001,0.0302395839244127,0.0069531328044831,0.0330488681793212,0.0137443309649825,0.0,0.789,0.211,0.34,0.2,0.0,0.6,1,0,1,0.0,0.2,0.0
eating garlic to prevent infection,misinformation,covid,cdl,covid_19_rumor,eat garlic prevent infection,0.2974221110343933,0.6088978052139282,0.0364150702953338,0.0092033110558986,0.02148281596601,0.02099434658885,0.0055845715105533,0.0,0.784,0.216,0.0258,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
"as reports of the shortages emerged in italy, so did recipes for home-made gel on social media",misinformation,covid,cdl,covid_19_rumor,report shortage emerge italy recipe home gel social medium,0.5026471018791199,0.0325011424720287,0.0997547954320907,0.140410766005516,0.1610012501478195,0.0520921237766742,0.0115928053855896,0.091,0.909,0.0,-0.1531,0.2,0.0,0.3,1,0,1,0.0,0.2,0.0
the use of colloidal silver was promoted on us televangelist jim bakker's show. colloidal silver is tiny particles of the metal suspended in liquid. a guest on the show claimed the solution kills some strains of coronavirus within 12 hours (while admitting it hadn't yet been tested on covid-19),misinformation,covid,cdl,covid_19_rumor,use colloidal silver promote televangelist jim bakker colloidal silver tiny particle metal suspend liquid guest claim solution kill strain coronavirus 12 hour admit test covid-19,0.6925855278968811,0.0246664937585592,0.0348758660256862,0.0427578911185264,0.0252795610576868,0.0069230715744197,0.1729116588830948,0.152,0.76,0.088,-0.5719,0.2,0.0,0.4,1,0,1,0.0,0.2,0.0
drinking water every 15 minutes to flush out any virus that might have entered the mouth,misinformation,covid,cdl,covid_19_rumor,drinking water 15 minute flush virus enter mouth,0.677119255065918,0.1904852241277694,0.0149861071258783,0.0155359730124473,0.0350803583860397,0.0573050789535045,0.0094880145043134,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0,0,1,0.0,0.0,0.0
"one post, copied and pasted by dozens of social media users in different countries - and falsely attributed to unicef - claims that drinking hot water and exposure to the sun will kill the virus, and says ice cream is to be avoided",misinformation,covid,cdl,covid_19_rumor,post copy paste dozen social medium user different country falsely attribute unicef claim drink hot water exposure sun kill virus say ice cream avoid,0.8588332533836365,0.0137406615540385,0.0491770282387733,0.0229042973369359,0.0241490472108125,0.0146986292675137,0.016497004777193,0.148,0.852,0.0,-0.7964,0.0,0.0,1.0,0,0,1,0.0,0.0,0.0
the dr that came in from america with her sick baby to ile-ife being the cause of the rise in osun state covid-19 case,misinformation,covid,cdl,covid_19_rumor,dr come america sick baby ile ife cause rise osun state covid-19 case,0.0540039464831352,0.0013602036051452,0.0079473899677395,0.0895253792405128,0.8233786225318909,0.0145867886021733,0.0091977287083864,0.125,0.875,0.0,-0.5106,0.0,0.0,0.7,0,0,1,0.0,0.0,0.0
the brazilian military has deposed bolsonaro over his mishandling of covid-19,misinformation,covid,cdl,covid_19_rumor,brazilian military depose bolsonaro mishandling covid-19,0.0341035723686218,0.0046978220343589,0.7917417287826538,0.0137918731197714,0.1464926600456237,0.0042100464925169,0.0049622389487922,0.0,1.0,0.0,0.0,0.2,0.0,0.3,1,0,1,0.0,0.2,0.0
"you need special permission or 'paperwork,' other than a driver's license/learner's permit, vehicle registration, & proof of financial responsibility to drive on pa highways during covid19",misinformation,covid,cdl,covid_19_rumor,need special permission paperwork driver license learner permit vehicle registration proof financial responsibility drive pa highway covid19,0.9026504755020142,0.0022908907849341,0.0212673526257276,0.0336230769753456,0.0096472091972827,0.0141923511400818,0.0163286607712507,0.0,0.903,0.097,0.4019,0.3,0.0,0.7,1,0,1,0.0,0.3,0.0
people are entering from afghanistan to pakistan,misinformation,covid,cdl,covid_19_rumor,people enter afghanistan pakistan,0.6574549674987793,0.0091068595647811,0.0245963893830776,0.2058301866054535,0.0450085625052452,0.0470514260232448,0.010951580479741,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
the vaccine from bill gates lab also include a microchip which with g5 technology will track you where you go,misinformation,covid,cdl,covid_19_rumor,vaccine bill gates lab include microchip g5 technology track,0.7741042971611023,0.0016913707368075,0.0040829945355653,0.1821536421775818,0.0071178814396262,0.0029904777184128,0.0278593748807907,0.0,1.0,0.0,0.0,0.4,0.9,0.6,1,1,1,1.4999975000041668,0.4,0.9
hamilton police are issuing tickets under the emergency management and civil protection act in hamont if there are more than 2+ people in a car,misinformation,covid,cdl,covid_19_rumor,hamilton police issue ticket emergency management civil protection act hamont 2 + people car,0.0497339144349098,0.0053440406918525,0.0687683522701263,0.0135867381468415,0.0380641967058181,0.8218006491661072,0.0027021151036024,0.098,0.902,0.0,-0.3818,0.4,0.2,0.6,1,1,1,0.3333327777787037,0.4,0.2
tom hanks is dead,misinformation,covid,cdl,covid_19_rumor,tom hanks dead,0.0465796068310737,0.0071865641511976,0.0068794107064604,0.012760691344738,0.9221116304397584,0.00297511392273,0.0015069603687152,0.589,0.411,0.0,-0.6486,1.0,0.0,1.0,1,0,1,0.0,1.0,0.0
tom hanks is arrested,misinformation,covid,cdl,covid_19_rumor,tom hanks arrest,0.1680829524993896,0.0056700059212744,0.0514219254255294,0.0259275529533624,0.7169886827468872,0.0289392713457345,0.0029695278499275,0.508,0.492,0.0,-0.4767,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
cigars & whiskey are a covid-19 safety plan..,misinformation,covid,cdl,covid_19_rumor,cigars whiskey covid-19 safety plan,0.906867742538452,0.0046778456307947,0.0089194029569625,0.0198149159550666,0.0139106893911957,0.034694418311119,0.0111149894073605,0.0,0.714,0.286,0.4215,0.8,0.0,0.5,1,0,1,0.0,0.8,0.0
the government extending hours of the national curfew which is currently from 10 pm to 4 am,misinformation,covid,cdl,covid_19_rumor,government extend hour national curfew currently 10 pm 4,0.0646910145878791,0.006573658902198,0.4780329763889313,0.0306038465350866,0.3719657063484192,0.0397539734840393,0.0083788372576236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
san angelo police are conducting traffic stops or traffic checkpoints to validate 'essential businesses/services employees.',misinformation,covid,cdl,covid_19_rumor,san angelo police conduct traffic stop traffic checkpoint validate essential business service employee,0.4427292346954345,0.018320670351386,0.0738241747021675,0.0156769659370183,0.0199318379163742,0.4221680164337158,0.007349110674113,0.094,0.76,0.146,0.2263,0.8,0.0,0.0,1,0,0,0.0,0.8,0.0
"you need 'paperwork' other than a driver's license/learner's permit, vehicle registration, & proof of insurance to drive during covid19",misinformation,covid,cdl,covid_19_rumor,need paperwork driver license learner permit vehicle registration proof insurance drive covid19,0.9416306614875792,0.0021579179447144,0.0094094201922416,0.0277480985969305,0.0061112819239497,0.0053774612024426,0.0075650992803275,0.0,1.0,0.0,0.0,0.2,0.3,0.8,1,1,1,0.3749995312505859,0.2,0.3
wic is sending out new benefit cards to use during covid-19,misinformation,covid,cdl,covid_19_rumor,wic send new benefit card use covid-19,0.8093191981315613,0.0023221792653203,0.0071379370056092,0.08179771900177,0.0204699374735355,0.0017337305471301,0.0772192776203155,0.0,0.769,0.231,0.4588,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
xposing yourself to the sun can prevent the coronavirus disease 2019 (covid-19),misinformation,covid,cdl,covid_19_rumor,xpose sun prevent coronavirus disease 2019 covid-19,0.5861099362373352,0.0039760237559676,0.0234089568257331,0.0199032053351402,0.0804573744535446,0.2444658279418945,0.0416786856949329,0.0,0.909,0.091,0.0258,0.0,0.0,0.4,0,0,1,0.0,0.0,0.0
there was an employee from rebeca's bakery in watsonville that has tested positive for covid-19,misinformation,covid,cdl,covid_19_rumor,employee rebeca bakery watsonville test positive covid-19,0.3491974472999573,0.0048141116276383,0.0292025953531265,0.4759446382522583,0.1227075010538101,0.0072599262930452,0.0108736995607614,0.0,0.795,0.205,0.5574,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
sarah elago being disseminated by evil individuals and organizations,misinformation,covid,cdl,covid_19_rumor,sarah elago disseminate evil individual organization,0.0170856192708015,0.2690482437610626,0.6466615200042725,0.0042360937222838,0.0221365261822938,0.0350788682699203,0.0057531418278813,0.355,0.645,0.0,-0.6597,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
consuming poisonous 'ummetha kaya' (from datura plant) would prevent coronovirus,misinformation,covid,cdl,covid_19_rumor,consume poisonous ummetha kaya datura plant prevent coronovirus,0.4838857054710388,0.2847111821174621,0.103240966796875,0.0082185827195644,0.0422089919447898,0.0703357309103012,0.0073988665826618,0.289,0.625,0.086,-0.5574,0.8,0.0,0.5,1,0,1,0.0,0.8,0.0
telecommunications services in the country will crash,misinformation,covid,cdl,covid_19_rumor,telecommunications service country crash,0.0117985820397734,0.0037364729214459,0.0445535071194171,0.0254415236413478,0.6357327699661255,0.2763315737247467,0.0024055778048932,0.31,0.69,0.0,-0.4019,0.8,0.0,0.0,1,0,0,0.0,0.8,0.0
e national guard is being mobilized for anything else.call for military or marshal law,misinformation,covid,cdl,covid_19_rumor,e national guard mobilize else.call military marshal law,0.6507053971290588,0.0014613823732361,0.0786692202091217,0.059332612901926,0.0753064826130867,0.1228575408458709,0.0116673558950424,0.0,1.0,0.0,0.0,1.0,0.0,0.2,1,0,1,0.0,1.0,0.0
i remember my family and a lot of you being sick for 2-4 weeks with unknown strain of flu with the same symptoms as covid-19. now that a team of doctors have been able to identify/diagnose what it is and name it suddenly it’s a big deal. news flash!!!! half of you idiots already had it and got over it!,misinformation,covid,cdl,covid_19_rumor,remember family lot sick 2 4 week unknown strain flu symptom covid-19 team doctor able identify diagnose suddenly big deal news flash half idiot get,0.0234057530760765,0.0028161513619124,0.038927424699068,0.9024602174758912,0.0058454135432839,0.0053359274752438,0.0212090704590082,0.127,0.873,0.0,-0.8057,0.9,0.1,0.6,1,1,1,0.1666663888893518,0.9,0.1
partly turkey helped italy with 200.000 masks and other equipment but nobody took notice,misinformation,covid,cdl,covid_19_rumor,partly turkey help italy 200.000 mask equipment take notice,0.2906444072723388,0.0256624650210142,0.0749240294098854,0.4897400736808777,0.111943244934082,0.0043478780426084,0.0027378932572901,0.0,1.0,0.0,0.0,0.2,0.1,0.3,1,1,1,0.3333322222259259,0.2,0.1
200 new cases of covid-19 registered in lithuania. people are “cleansed with bleach” at the vilnius international airport and are taken to a small tent-town nearby,misinformation,covid,cdl,covid_19_rumor,200 new case covid-19 register lithuania people cleanse bleach vilnius international airport take small tent town nearby,0.0355717055499553,0.7633174657821655,0.0674119815230369,0.0107087027281522,0.0156392194330692,0.1053458303213119,0.0020050841849297,0.0,1.0,0.0,0.0,0.8,0.0,0.4,1,0,1,0.0,0.8,0.0
"a herbal tea can cure symptoms of coronavirus, even if it is a bioterrorism weapon",misinformation,covid,cdl,covid_19_rumor,herbal tea cure symptom coronavirus bioterrorism weapon,0.5249252319335938,0.0391584746539592,0.0206342246383428,0.0108407922089099,0.0570635385811328,0.1891365796327591,0.1582411974668502,0.136,0.864,0.0,-0.296,0.0,0.0,0.9,0,0,1,0.0,0.0,0.0
official death toll over 900 but we all know those figures are being watered down,misinformation,covid,cdl,covid_19_rumor,official death toll 900 know figure water,0.6948049068450928,0.0119979521259665,0.0137049918994307,0.1561816781759262,0.1060272380709648,0.0117914956063032,0.0054916799999773,0.149,0.851,0.0,-0.3506,0.8,0.0,0.5,1,0,1,0.0,0.8,0.0
"india is in the middle of a coronavirus youtube frenzy, and it’s going to get people killed",misinformation,covid,princeton,jns-covid_misinfo,india middle coronavirus youtube frenzy go people kill,0.2809301912784576,0.0427957475185394,0.3400136232376098,0.0534407161176204,0.0482170321047306,0.2303522229194641,0.0042504863813519,0.312,0.688,0.0,-0.7783,0.8,0.0,0.3,1,0,1,0.0,0.8,0.0
"tweet: false reporting on ""shooting down"" people with the virus in china",misinformation,covid,princeton,jns-covid_misinfo,tweet false reporting shoot people virus china,0.0602947100996971,0.0371630266308784,0.6917696595191956,0.0322726853191852,0.1606542915105819,0.0144383572041988,0.0034072522539645,0.0,1.0,0.0,0.0,0.2,0.0,0.7,1,0,1,0.0,0.2,0.0
"tweet: a woman eating a delicacy, attributing the virus to eating ""bat soup""",misinformation,covid,princeton,jns-covid_misinfo,tweet woman eat delicacy attribute virus eat bat soup,0.3286961913108825,0.3125092089176178,0.0103182988241314,0.0414332896471023,0.0076085496693849,0.0044003245420753,0.2950342297554016,0.0,1.0,0.0,0.0,0.2,0.1,0.6,1,1,1,0.1666663888893518,0.2,0.1
tweet: false chain message about nypd containment actions,misinformation,covid,princeton,jns-covid_misinfo,tweet false chain message nypd containment action,0.2236992865800857,0.028236886486411,0.6236249208450317,0.0529281124472618,0.0518471598625183,0.0147440433502197,0.0049196304753422,0.0,1.0,0.0,0.0,0.3,0.0,0.7,1,0,1,0.0,0.3,0.0
hoax alert: viral 'emergency notification' on coronavirus is fake,misinformation,covid,princeton,jns-covid_misinfo,hoax alert viral emergency notification coronavirus fake,0.1861352920532226,0.02845892123878,0.2939574718475342,0.0604990608990192,0.0788763538002967,0.3492426872253418,0.0028302553109824,0.52,0.333,0.147,-0.6808,0.2,0.0,0.6,1,0,1,0.0,0.2,0.0
coronavirus email scams are trying to cash in on your fear,misinformation,covid,princeton,jns-covid_misinfo,coronavirus email scam try cash fear,0.0064752087928354,0.0008571454090997,0.0026689132209867,0.0025472496636211,0.0027945851907134,0.98361337184906,0.0010435458971187,0.438,0.562,0.0,-0.7906,0.8,0.0,0.4,1,0,1,0.0,0.8,0.0
un health agency warns against coronavirus covid-19 criminal scams,misinformation,covid,princeton,jns-covid_misinfo,un health agency warn coronavirus covid-19 criminal scam,0.0052783056162297,0.0016816603019833,0.0172349140048027,0.0020345344673842,0.0263229385018348,0.945515513420105,0.0019321828149259,0.589,0.411,0.0,-0.8225,0.2,0.3,0.7,1,1,1,0.4285708163274052,0.2,0.3
"hackers made their own coronavirus map to spread malware, feds warn",misinformation,covid,princeton,jns-covid_misinfo,hacker coronavirus map spread malware fed warn,0.1282234042882919,0.0190888158977031,0.0522772520780563,0.0089046573266386,0.0441135615110397,0.7449300289154053,0.0024622671771794,0.123,0.877,0.0,-0.1027,0.2,0.0,0.3,1,0,1,0.0,0.2,0.0
coronavirus disinformation creates challenges for china's government,misinformation,covid,princeton,jns-covid_misinfo,coronavirus disinformation create challenge china government,0.7121329307556152,0.011189536191523,0.0732593536376953,0.0185522474348545,0.0361628681421279,0.1459484845399856,0.0027546645142138,0.0,0.595,0.405,0.34,0.3,0.2,0.1,1,1,1,1.9999800001999977,0.3,0.2
overhyped coronavirus weaponized against trump,misinformation,covid,princeton,jns-covid_misinfo,overhype coronavirus weaponize trump,0.6260649561882019,0.0078247440978884,0.1163789853453636,0.1624813228845596,0.0088118882849812,0.0270477514714002,0.0513903200626373,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,0.0
"says china ""stole coronavirus from canada and weaponized it into a bioweapon.""",misinformation,covid,princeton,jns-covid_misinfo,say china steal coronavirus canada weaponize bioweapon,0.8661672472953796,0.0254095457494258,0.0216569416224956,0.0436355881392955,0.0267449934035539,0.004847954493016,0.0115377884358167,0.0,1.0,0.0,0.0,0.6,0.2,0.7,1,1,1,0.2857138775516035,0.6,0.2
alex jones peddled a fake coronavirus cure that can turn people’s skin permanently blue,misinformation,covid,princeton,jns-covid_misinfo,alex jones peddle fake coronavirus cure turn people skin permanently blue,0.7740697860717773,0.0843879356980323,0.0250954590737819,0.0398648716509342,0.0546836964786052,0.0176110751926898,0.0042872219346463,0.193,0.807,0.0,-0.4767,0.8,0.0,0.5,1,0,1,0.0,0.8,0.0
amazon is selling coronavirus misinformation,misinformation,covid,princeton,jns-covid_misinfo,amazon sell coronavirus misinformation,0.4652681946754455,0.0645034089684486,0.2273570150136947,0.0357985720038414,0.1229712143540382,0.0803991183638572,0.0037024382036179,0.329,0.429,0.243,-0.1531,0.3,0.2,0.7,1,1,1,0.2857138775516035,0.3,0.2
ability to hold your breath 10 seconds is not a test for coronavirus,misinformation,covid,princeton,jns-covid_misinfo,ability hold breath 10 second test coronavirus,0.3076127171516418,0.0461744666099548,0.0344120673835277,0.0150658907368779,0.0316202789545059,0.5627468824386597,0.0023677584249526,0.0,0.839,0.161,0.3182,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
conservative pastor claims he 'healed' viewers of coronavirus through their tv screens,misinformation,covid,princeton,jns-covid_misinfo,conservative pastor claim heal viewer coronavirus tv screen,0.4429594278335571,0.382065087556839,0.1302839964628219,0.0232463516294956,0.0054298276081681,0.0055569624528288,0.0104582672938704,0.0,1.0,0.0,0.0,0.2,0.4,0.9,1,1,1,0.4444439506178326,0.2,0.4
will sipping water every 15 minutes prevent a coronavirus infection?,misinformation,covid,princeton,jns-covid_misinfo,sip water 15 minute prevent coronavirus infection,0.8164111375808716,0.012538494542241,0.013403583317995,0.0398233272135257,0.0314591862261295,0.07613455504179,0.0102296834811568,0.0,0.891,0.109,0.0258,0.6,0.0,0.4,1,0,1,0.0,0.6,0.0
tweet: cocaine as protection against coronavirus,misinformation,covid,princeton,jns-covid_misinfo,tweet cocaine protection coronavirus,0.7716349363327026,0.006349076051265,0.0193381663411855,0.073641613125801,0.0205818433314561,0.0064181173220276,0.1020361632108688,0.0,1.0,0.0,0.0,0.6,0.0,0.4,1,0,1,0.0,0.6,0.0
"can garlic, hot water, or masks prevent the spread of covid-19? here’s what doctors say",misinformation,covid,princeton,jns-covid_misinfo,garlic hot water mask prevent spread covid-19 doctor,0.918488621711731,0.0042204242199659,0.0098958844318985,0.0322636514902114,0.0093552581965923,0.0162447337061166,0.0095313796773552,0.0,0.927,0.073,0.0258,0.2,0.0,0.6,1,0,1,0.0,0.2,0.0
fact check: weed kills coronavirus? vivek agnihotri shares scientific misinformation via meme,misinformation,covid,princeton,jns-covid_misinfo,fact check weed kill coronavirus vivek agnihotri share scientific misinformation meme,0.8368841409683228,0.0150144463405013,0.050963882356882,0.0311807692050933,0.0122556621208786,0.0513950027525424,0.0023060934618115,0.341,0.529,0.129,-0.5574,0.8,0.0,0.5,1,0,1,0.0,0.8,0.0
